country,crop,year,rainfall_mm,pesticides_tonnes,avg_temp,yield_tonnes_per_ha
Albania,Potatoes,2012,1485.0,766.25,16.7,25.0538
Albania,Soybeans,2012,1485.0,766.25,16.7,1.3333
Albania,Wheat,2012,1485.0,766.25,16.7,4.1096
Albania,Maize,2013,1485.0,982.32,17.41,6.9533
Albania,Potatoes,2013,1485.0,982.32,17.41,26.011
Albania,Soybeans,2013,1485.0,982.32,17.41,1.0
Albania,Wheat,2013,1485.0,982.32,17.41,4.1292
Algeria,Maize,1990,89.0,1828.92,17.48,1.65
Algeria,Potatoes,1990,89.0,1828.92,17.48,7.8936
Algeria,"Rice, paddy",1990,89.0,1828.92,17.48,2.8
Algeria,Sorghum,1990,89.0,1828.92,17.48,1.6571
Algeria,Wheat,1990,89.0,1828.92,17.48,0.6315
Algeria,Maize,1991,89.0,2461.8,16.26,1.9231
Algeria,Potatoes,1991,89.0,2461.8,16.26,9.0747
Algeria,"Rice, paddy",1991,89.0,2461.8,16.26,2.6786
Algeria,Sorghum,1991,89.0,2461.8,16.26,2.4231
Algeria,Wheat,1991,89.0,2461.8,16.26,1.0809
Algeria,Maize,1992,89.0,1215.47,16.27,2.2828
Algeria,Potatoes,1992,89.0,1215.47,16.27,10.7917
Algeria,"Rice, paddy",1992,89.0,1215.47,16.27,2.4733
Algeria,Sorghum,1992,89.0,1215.47,16.27,4.0
Algeria,Wheat,1992,89.0,1215.47,16.27,0.9939
Algeria,Maize,1993,89.0,1021.89,17.0,1.25
Algeria,Potatoes,1993,89.0,1021.89,17.0,11.1215
Algeria,"Rice, paddy",1993,89.0,1021.89,17.0,2.3111
Algeria,Sorghum,1993,89.0,1021.89,17.0,5.0
Algeria,Wheat,1993,89.0,1021.89,17.0,0.8097
Algeria,Maize,1994,89.0,1255.02,17.88,0.4512
Algeria,Potatoes,1994,89.0,1255.02,17.88,9.5078
Algeria,"Rice, paddy",1994,89.0,1255.02,17.88,2.1374
Algeria,Wheat,1994,89.0,1255.02,17.88,0.7999
Algeria,Maize,1995,89.0,2697.09,17.36,1.6115
Algeria,Potatoes,1995,89.0,2697.09,17.36,13.6768
Algeria,"Rice, paddy",1995,89.0,2697.09,17.36,1.9598
Algeria,Sorghum,1995,89.0,2697.09,17.36,1.2667
Algeria,Wheat,1995,89.0,2697.09,17.36,0.8924
Algeria,Maize,1996,89.0,479.77,16.76,1.7154
Algeria,Potatoes,1996,89.0,479.77,16.76,13.4629
Algeria,"Rice, paddy",1996,89.0,479.77,16.76,1.7861
Algeria,Sorghum,1996,89.0,479.77,16.76,1.475
Algeria,Wheat,1996,89.0,479.77,16.76,1.309
Algeria,Maize,1997,89.0,401.22,17.84,2.1417
Algeria,Potatoes,1997,89.0,401.22,17.84,14.1042
Algeria,"Rice, paddy",1997,89.0,401.22,17.84,1.5
Algeria,Sorghum,1997,89.0,401.22,17.84,4.0
Algeria,Wheat,1997,89.0,401.22,17.84,0.8016
Algeria,Maize,1998,89.0,322.84,17.14,1.7222
Algeria,Potatoes,1998,89.0,322.84,17.14,16.0256
Algeria,"Rice, paddy",1998,89.0,322.84,17.14,1.5
Algeria,Sorghum,1998,89.0,322.84,17.14,2.45
Algeria,Wheat,1998,89.0,322.84,17.14,0.8847
Algeria,Maize,1999,89.0,654.45,17.97,2.2375
Algeria,Potatoes,1999,89.0,654.45,17.97,15.3532
Algeria,"Rice, paddy",1999,89.0,654.45,17.97,1.3942
Algeria,Sorghum,1999,89.0,654.45,17.97,2.7
Algeria,Wheat,1999,89.0,654.45,17.97,1.0711
Algeria,Maize,2000,89.0,603.67,17.9,3.6186
Algeria,Potatoes,2000,89.0,603.67,17.9,16.6143
Algeria,"Rice, paddy",2000,89.0,603.67,17.9,1.3052
Algeria,Sorghum,2000,89.0,603.67,17.9,6.95
Algeria,Wheat,2000,89.0,603.67,17.9,0.9194
Algeria,Maize,2001,89.0,710.11,18.13,2.7175
Algeria,Potatoes,2001,89.0,710.11,18.13,14.7018
Algeria,"Rice, paddy",2001,89.0,710.11,18.13,1.2314
Algeria,Sorghum,2001,89.0,710.11,18.13,2.775
Algeria,Wheat,2001,89.0,710.11,18.13,1.1104
Algeria,Maize,2002,89.0,816.55,17.85,3.348
Algeria,Potatoes,2002,89.0,816.55,17.85,18.3774
Algeria,"Rice, paddy",2002,89.0,816.55,17.85,1.2959
Algeria,Sorghum,2002,89.0,816.55,17.85,3.39
Algeria,Wheat,2002,89.0,816.55,17.85,1.0739
Algeria,Maize,2004,89.0,3747.86,17.38,3.1729
Algeria,Potatoes,2004,89.0,3747.86,17.38,20.3585
Algeria,"Rice, paddy",2004,89.0,3747.86,17.38,1.2829
Algeria,Sorghum,2004,89.0,3747.86,17.38,4.3316
Algeria,Wheat,2004,89.0,3747.86,17.38,1.3582
Algeria,Maize,2005,89.0,3662.87,17.19,3.3864
Algeria,Potatoes,2005,89.0,3662.87,17.19,21.6267
Algeria,"Rice, paddy",2005,89.0,3662.87,17.19,1.2998
Algeria,Sorghum,2005,89.0,3662.87,17.19,3.3486
Algeria,Wheat,2005,89.0,3662.87,17.19,1.5057
Algeria,Maize,2006,89.0,4110.72,18.13,6.5668
Algeria,Potatoes,2006,89.0,4110.72,18.13,22.0689
Algeria,"Rice, paddy",2006,89.0,4110.72,18.13,1.2769
Algeria,Sorghum,2006,89.0,4110.72,18.13,5.6728
Algeria,Wheat,2006,89.0,4110.72,18.13,1.5068
Algeria,Maize,2007,89.0,5390.79,17.42,8.5625
Algeria,Potatoes,2007,89.0,5390.79,17.42,18.9927
Algeria,"Rice, paddy",2007,89.0,5390.79,17.42,1.3375
Algeria,Sorghum,2007,89.0,5390.79,17.42,11.9059
Algeria,Wheat,2007,89.0,5390.79,17.42,1.2742
Algeria,Maize,2008,89.0,11556.12,17.55,4.4714
Algeria,Potatoes,2008,89.0,11556.12,17.55,23.6393
Algeria,"Rice, paddy",2008,89.0,11556.12,17.55,1.3952
Algeria,Sorghum,2008,89.0,11556.12,17.55,6.1786
Algeria,Wheat,2008,89.0,11556.12,17.55,1.1038
Algeria,Maize,2009,89.0,3867.99,17.78,3.0914
Algeria,Potatoes,2009,89.0,3867.99,17.78,25.0764
Algeria,"Rice, paddy",2009,89.0,3867.99,17.78,1.4594
Algeria,Sorghum,2009,89.0,3867.99,17.78,9.0465
Algeria,Wheat,2009,89.0,3867.99,17.78,1.5975
Algeria,Maize,2010,89.0,1295.88,17.59,2.5827
Algeria,Potatoes,2010,89.0,1295.88,17.59,27.0526
Algeria,"Rice, paddy",2010,89.0,1295.88,17.59,1.5305
Algeria,Sorghum,2010,89.0,1295.88,17.59,3.0286
Algeria,Wheat,2010,89.0,1295.88,17.59,1.4838
Algeria,Maize,2011,89.0,13861.76,17.79,2.3374
Algeria,Potatoes,2011,89.0,13861.76,17.79,29.2806
Algeria,"Rice, paddy",2011,89.0,13861.76,17.79,1.6081
Algeria,Sorghum,2011,89.0,13861.76,17.79,10.0
Algeria,Wheat,2011,89.0,13861.76,17.79,1.7405
Algeria,Maize,2012,89.0,17379.76,17.91,2.5583
Algeria,Potatoes,2012,89.0,17379.76,17.91,30.4291
Algeria,"Rice, paddy",2012,89.0,17379.76,17.91,1.6667
Algeria,Sorghum,2012,89.0,17379.76,17.91,20.6
Algeria,Wheat,2012,89.0,17379.76,17.91,1.7639
Algeria,Maize,2013,89.0,17278.65,17.65,3.3649
Algeria,Potatoes,2013,89.0,17278.65,17.65,30.3218
Algeria,"Rice, paddy",2013,89.0,17278.65,17.65,1.7778
Algeria,Sorghum,2013,89.0,17278.65,17.65,6.0
Algeria,Wheat,2013,89.0,17278.65,17.65,1.91
Angola,Cassava,1990,1010.0,64.0,24.12,4.1177
Angola,Maize,1990,1010.0,64.0,24.12,0.2736
Angola,Potatoes,1990,1010.0,64.0,24.12,4.0
Angola,"Rice, paddy",1990,1010.0,64.0,24.12,0.9512
Angola,Sweet potatoes,1990,1010.0,64.0,24.12,8.9342
Angola,Wheat,1990,1010.0,64.0,24.12,0.7995
Angola,Cassava,1991,1010.0,79.0,24.02,4.0295
Angola,Maize,1991,1010.0,79.0,24.02,0.4013
Angola,Potatoes,1991,1010.0,79.0,24.02,4.0
Angola,"Rice, paddy",1991,1010.0,79.0,24.02,1.0
Angola,Sweet potatoes,1991,1010.0,79.0,24.02,8.3001
Angola,Wheat,1991,1010.0,79.0,24.02,0.8
Angola,Cassava,1992,1010.0,23.0,23.96,4.2295
Angola,Maize,1992,1010.0,23.0,23.96,0.3778
Angola,Potatoes,1992,1010.0,23.0,23.96,4.0
Angola,"Rice, paddy",1992,1010.0,23.0,23.96,0.9106
Angola,Sweet potatoes,1992,1010.0,23.0,23.96,9.0
Angola,Wheat,1992,1010.0,23.0,23.96,0.8
Angola,Cassava,1993,1010.0,169.0,24.15,4.2295
Angola,Maize,1993,1010.0,169.0,24.15,0.2627
Angola,Potatoes,1993,1010.0,169.0,24.15,7.0
Angola,"Rice, paddy",1993,1010.0,169.0,24.15,0.8
Angola,Sweet potatoes,1993,1010.0,169.0,24.15,8.8095
Angola,Wheat,1993,1010.0,169.0,24.15,0.8876
Angola,Cassava,1994,1010.0,25.5,24.04,5.8596
Angola,Maize,1994,1010.0,25.5,24.04,0.2463
Angola,Potatoes,1994,1010.0,25.5,24.04,9.0
Angola,"Rice, paddy",1994,1010.0,25.5,24.04,0.875
Angola,Sweet potatoes,1994,1010.0,25.5,24.04,8.3192
Angola,Wheat,1994,1010.0,25.5,24.04,1.0
Angola,Cassava,1995,1010.0,336.0,24.56,5.1
Angola,Maize,1995,1010.0,336.0,24.56,0.3517
Angola,Potatoes,1995,1010.0,336.0,24.56,7.6738
Angola,"Rice, paddy",1995,1010.0,336.0,24.56,1.4615
Angola,Sweet potatoes,1995,1010.0,336.0,24.56,8.1138
Angola,Wheat,1995,1010.0,336.0,24.56,1.1855
Angola,Cassava,1996,1010.0,40.0,24.11,4.8077
Angola,Maize,1996,1010.0,40.0,24.11,0.6993
Angola,Potatoes,1996,1010.0,40.0,24.11,7.0
Angola,"Rice, paddy",1996,1010.0,40.0,24.11,1.75
Angola,Sweet potatoes,1996,1010.0,40.0,24.11,8.5455
Angola,Wheat,1996,1010.0,40.0,24.11,1.3738
Angola,Cassava,1997,1010.0,40.0,24.06,4.4205
Angola,Maize,1997,1010.0,40.0,24.06,0.5959
Angola,Potatoes,1997,1010.0,40.0,24.06,6.8571
Angola,"Rice, paddy",1997,1010.0,40.0,24.06,2.0
Angola,Sweet potatoes,1997,1010.0,40.0,24.06,7.8098
Angola,Wheat,1997,1010.0,40.0,24.06,1.5509
Angola,Cassava,1998,1010.0,40.0,24.96,5.5728
Angola,Maize,1998,1010.0,40.0,24.96,0.7396
Angola,Potatoes,1998,1010.0,40.0,24.96,6.2724
Angola,"Rice, paddy",1998,1010.0,40.0,24.96,2.0
Angola,Sweet potatoes,1998,1010.0,40.0,24.96,7.6256
Angola,Wheat,1998,1010.0,40.0,24.96,1.7143
Angola,Cassava,1999,1010.0,40.0,24.37,5.9821
Angola,Maize,1999,1010.0,40.0,24.37,0.6361
Angola,Potatoes,1999,1010.0,40.0,24.37,5.4597
Angola,"Rice, paddy",1999,1010.0,40.0,24.37,1.4235
Angola,Sweet potatoes,1999,1010.0,40.0,24.37,8.2865
Angola,Wheat,1999,1010.0,40.0,24.37,1.7391
Angola,Cassava,2000,1010.0,40.0,24.41,8.2992
Angola,Maize,2000,1010.0,40.0,24.41,0.5745
Angola,Potatoes,2000,1010.0,40.0,24.41,2.9885
Angola,"Rice, paddy",2000,1010.0,40.0,24.41,1.3454
Angola,Sorghum,2000,1010.0,40.0,24.41,0.3333
Angola,Soybeans,2000,1010.0,40.0,24.41,0.2333
Angola,Sweet potatoes,2000,1010.0,40.0,24.41,3.4938
Angola,Wheat,2000,1010.0,40.0,24.41,1.7023
Angola,Cassava,2001,1010.0,40.0,24.43,9.4072
Angola,Maize,2001,1010.0,40.0,24.43,0.5754
Angola,Potatoes,2001,1010.0,40.0,24.43,4.2552
Angola,"Rice, paddy",2001,1010.0,40.0,24.43,1.3701
Angola,Sorghum,2001,1010.0,40.0,24.43,0.3571
Angola,Soybeans,2001,1010.0,40.0,24.43,0.25
Angola,Sweet potatoes,2001,1010.0,40.0,24.43,4.4458
Angola,Wheat,2001,1010.0,40.0,24.43,1.6667
Angola,Cassava,2002,1010.0,40.0,24.79,11.0071
Angola,Maize,2002,1010.0,40.0,24.79,0.6706
Angola,Potatoes,2002,1010.0,40.0,24.79,4.2754
Angola,"Rice, paddy",2002,1010.0,40.0,24.79,1.3198
Angola,Sorghum,2002,1010.0,40.0,24.79,0.34
Angola,Soybeans,2002,1010.0,40.0,24.79,0.2857
Angola,Sweet potatoes,2002,1010.0,40.0,24.79,4.219
Angola,Wheat,2002,1010.0,40.0,24.79,1.5455
Angola,Cassava,2004,1010.0,40.0,24.22,12.5605
Angola,Maize,2004,1010.0,40.0,24.22,0.5404
Angola,Potatoes,2004,1010.0,40.0,24.22,2.015
Angola,"Rice, paddy",2004,1010.0,40.0,24.22,1.1584
Angola,Sorghum,2004,1010.0,40.0,24.22,0.3333
Angola,Soybeans,2004,1010.0,40.0,24.22,0.36
Angola,Sweet potatoes,2004,1010.0,40.0,24.22,4.536
Angola,Wheat,2004,1010.0,40.0,24.22,1.2442
Angola,Cassava,2005,1010.0,40.0,24.41,11.7628
Angola,Maize,2005,1010.0,40.0,24.41,0.6736
Angola,Potatoes,2005,1010.0,40.0,24.41,2.3646
Angola,"Rice, paddy",2005,1010.0,40.0,24.41,0.6977
Angola,Sorghum,2005,1010.0,40.0,24.41,0.3333
Angola,Soybeans,2005,1010.0,40.0,24.41,0.3793
Angola,Sweet potatoes,2005,1010.0,40.0,24.41,4.6159
Angola,Wheat,2005,1010.0,40.0,24.41,1.0946
Angola,Cassava,2006,1010.0,40.0,24.14,11.7201
Angola,Maize,2006,1010.0,40.0,24.14,0.4687
Angola,Potatoes,2006,1010.0,40.0,24.14,5.2148
Angola,"Rice, paddy",2006,1010.0,40.0,24.14,0.4947
Angola,Sorghum,2006,1010.0,40.0,24.14,0.4091
Angola,Soybeans,2006,1010.0,40.0,24.14,0.4286
Angola,Sweet potatoes,2006,1010.0,40.0,24.14,4.424
Angola,Wheat,2006,1010.0,40.0,24.14,1.0
Angola,Cassava,2007,1010.0,40.0,24.24,11.5387
Angola,Maize,2007,1010.0,40.0,24.24,0.5091
Angola,Potatoes,2007,1010.0,40.0,24.24,6.2138
Angola,"Rice, paddy",2007,1010.0,40.0,24.24,0.5143
Angola,Sorghum,2007,1010.0,40.0,24.24,0.4031
Angola,Soybeans,2007,1010.0,40.0,24.24,0.6883
Angola,Sweet potatoes,2007,1010.0,40.0,24.24,5.8855
Angola,Wheat,2007,1010.0,40.0,24.24,1.0
Angola,Cassava,2008,1010.0,40.0,24.27,14.8084
Angola,Maize,2008,1010.0,40.0,24.27,0.7946
Angola,Potatoes,2008,1010.0,40.0,24.27,8.5085
Angola,"Rice, paddy",2008,1010.0,40.0,24.27,0.5084
Angola,Sorghum,2008,1010.0,40.0,24.27,0.0929
Angola,Soybeans,2008,1010.0,40.0,24.27,0.8575
Angola,Sweet potatoes,2008,1010.0,40.0,24.27,6.5437
Angola,Wheat,2008,1010.0,40.0,24.27,1.0
Angola,Cassava,2009,1010.0,40.0,24.33,15.1759
Angola,Maize,2009,1010.0,40.0,24.33,0.6614
Angola,Potatoes,2009,1010.0,40.0,24.33,8.6509
Angola,"Rice, paddy",2009,1010.0,40.0,24.33,0.6028
Angola,Sorghum,2009,1010.0,40.0,24.33,0.248
Angola,Soybeans,2009,1010.0,40.0,24.33,0.4449
Angola,Sweet potatoes,2009,1010.0,40.0,24.33,6.6475
Angola,Wheat,2009,1010.0,40.0,24.33,1.0
Angola,Cassava,2010,1010.0,40.0,24.44,15.5782
Angola,Maize,2010,1010.0,40.0,24.44,0.72
Angola,Potatoes,2010,1010.0,40.0,24.44,8.7425
Angola,"Rice, paddy",2010,1010.0,40.0,24.44,0.7403
Angola,Sorghum,2010,1010.0,40.0,24.44,0.2814
Angola,Soybeans,2010,1010.0,40.0,24.44,0.4446
Angola,Sweet potatoes,2010,1010.0,40.0,24.44,6.3001
Angola,Wheat,2010,1010.0,40.0,24.44,1.0526
Angola,Cassava,2011,1010.0,40.0,24.15,13.3649
Angola,Maize,2011,1010.0,40.0,24.15,0.7376
Angola,Potatoes,2011,1010.0,40.0,24.15,8.1366
Angola,"Rice, paddy",2011,1010.0,40.0,24.15,0.8914
Angola,Sorghum,2011,1010.0,40.0,24.15,0.332
Angola,Soybeans,2011,1010.0,40.0,24.15,0.5294
Angola,Sweet potatoes,2011,1010.0,40.0,24.15,6.5512
Angola,Wheat,2011,1010.0,40.0,24.15,1.0959
Angola,Cassava,2012,1010.0,40.0,24.24,10.0073
Angola,Maize,2012,1010.0,40.0,24.24,0.777
Angola,Potatoes,2012,1010.0,40.0,24.24,6.9381
Angola,"Rice, paddy",2012,1010.0,40.0,24.24,0.7703
Angola,Sorghum,2012,1010.0,40.0,24.24,0.0998
Angola,Soybeans,2012,1010.0,40.0,24.24,0.1641
Angola,Sweet potatoes,2012,1010.0,40.0,24.24,5.2954
Angola,Wheat,2012,1010.0,40.0,24.24,1.1258
Angola,Cassava,2013,1010.0,40.0,24.55,14.0517
Angola,Maize,2013,1010.0,40.0,24.55,0.9467
Angola,Potatoes,2013,1010.0,40.0,24.55,6.3303
Angola,"Rice, paddy",2013,1010.0,40.0,24.55,1.2744
Angola,Sorghum,2013,1010.0,40.0,24.55,0.2415
Angola,Soybeans,2013,1010.0,40.0,24.55,0.4405
Angola,Sweet potatoes,2013,1010.0,40.0,24.55,7.3409
Angola,Wheat,2013,1010.0,40.0,24.55,0.9022
Argentina,Cassava,1990,591.0,26156.0,17.46,10.0
Argentina,Cassava,1990,591.0,26156.0,17.67,10.0
Argentina,Maize,1990,591.0,26156.0,17.46,3.4608
Argentina,Maize,1990,591.0,26156.0,17.67,3.4608
Argentina,Potatoes,1990,591.0,26156.0,17.46,20.2747
Argentina,Potatoes,1990,591.0,26156.0,17.67,20.2747
Argentina,"Rice, paddy",1990,591.0,26156.0,17.46,3.6709
Argentina,"Rice, paddy",1990,591.0,26156.0,17.67,3.6709
Argentina,Sorghum,1990,591.0,26156.0,17.46,2.8116
Argentina,Sorghum,1990,591.0,26156.0,17.67,2.8116
Argentina,Soybeans,1990,591.0,26156.0,17.46,2.1566
Argentina,Soybeans,1990,591.0,26156.0,17.67,2.1566
Argentina,Sweet potatoes,1990,591.0,26156.0,17.46,13.1864
Argentina,Sweet potatoes,1990,591.0,26156.0,17.67,13.1864
Argentina,Wheat,1990,591.0,26156.0,17.46,1.8947
Argentina,Wheat,1990,591.0,26156.0,17.67,1.8947
Argentina,Cassava,1991,591.0,26156.0,17.64,10.0
Argentina,Cassava,1991,591.0,26156.0,17.86,10.0
Argentina,Maize,1991,591.0,26156.0,17.64,4.0444
Argentina,Maize,1991,591.0,26156.0,17.86,4.0444
Argentina,Potatoes,1991,591.0,26156.0,17.64,20.5692
Argentina,Potatoes,1991,591.0,26156.0,17.86,20.5692
Argentina,"Rice, paddy",1991,591.0,26156.0,17.64,4.0294
Argentina,"Rice, paddy",1991,591.0,26156.0,17.86,4.0294
Argentina,Sorghum,1991,591.0,26156.0,17.64,3.332
Argentina,Sorghum,1991,591.0,26156.0,17.86,3.332
Argentina,Soybeans,1991,591.0,26156.0,17.64,2.275
Argentina,Soybeans,1991,591.0,26156.0,17.86,2.275
Argentina,Sweet potatoes,1991,591.0,26156.0,17.64,13.1364
Argentina,Sweet potatoes,1991,591.0,26156.0,17.86,13.1364
Argentina,Wheat,1991,591.0,26156.0,17.64,1.8972
Argentina,Wheat,1991,591.0,26156.0,17.86,1.8972
Argentina,Cassava,1992,591.0,26156.0,17.09,10.0
Argentina,Cassava,1992,591.0,26156.0,17.51,10.0
Argentina,Maize,1992,591.0,26156.0,17.09,4.5237
Argentina,Maize,1992,591.0,26156.0,17.51,4.5237
Argentina,Potatoes,1992,591.0,26156.0,17.09,19.9039
Argentina,Potatoes,1992,591.0,26156.0,17.51,19.9039
Argentina,"Rice, paddy",1992,591.0,26156.0,17.09,5.2075
Argentina,"Rice, paddy",1992,591.0,26156.0,17.51,5.2075
Argentina,Sorghum,1992,591.0,26156.0,17.09,3.6217
Argentina,Sorghum,1992,591.0,26156.0,17.51,3.6217
Argentina,Soybeans,1992,591.0,26156.0,17.09,2.2915
Argentina,Soybeans,1992,591.0,26156.0,17.51,2.2915
Argentina,Sweet potatoes,1992,591.0,26156.0,17.09,12.7273
Argentina,Sweet potatoes,1992,591.0,26156.0,17.51,12.7273
Argentina,Wheat,1992,591.0,26156.0,17.09,2.1809
Argentina,Wheat,1992,591.0,26156.0,17.51,2.1809
Argentina,Cassava,1993,591.0,26156.0,17.32,10.0
Argentina,Cassava,1993,591.0,26156.0,17.53,10.0
Argentina,Maize,1993,591.0,26156.0,17.32,4.3552
Argentina,Maize,1993,591.0,26156.0,17.53,4.3552
Argentina,Potatoes,1993,591.0,26156.0,17.32,21.0314
Argentina,Potatoes,1993,591.0,26156.0,17.53,21.0314
Argentina,"Rice, paddy",1993,591.0,26156.0,17.32,4.3559
Argentina,"Rice, paddy",1993,591.0,26156.0,17.53,4.3559
Argentina,Sorghum,1993,591.0,26156.0,17.32,3.9529
Argentina,Sorghum,1993,591.0,26156.0,17.53,3.9529
Argentina,Soybeans,1993,591.0,26156.0,17.32,2.1589
Argentina,Soybeans,1993,591.0,26156.0,17.53,2.1589
Argentina,Sweet potatoes,1993,591.0,26156.0,17.32,12.2955
Argentina,Sweet potatoes,1993,591.0,26156.0,17.53,12.2955
Argentina,Wheat,1993,591.0,26156.0,17.32,2.3272
Argentina,Wheat,1993,591.0,26156.0,17.53,2.3272
Argentina,Cassava,1994,591.0,30195.0,18.17,10.0
Argentina,Cassava,1994,591.0,30195.0,18.31,10.0
Argentina,Maize,1994,591.0,30195.0,18.17,4.2371
Argentina,Maize,1994,591.0,30195.0,18.31,4.2371
Argentina,Potatoes,1994,591.0,30195.0,18.17,23.0166
